poste,competences_requises,competences_candidat,experience_requise,experience_candidat,diplome_requis,diplome_candidat,langues_requises,langues_candidat,score_compatibilite,taux_competences,taux_experience,taux_diplome,taux_langues,poids_competences,poids_experience,poids_diplome,poids_langues
Developpeur Web,PHP; MySQL; Git; JavaScript; HTML/CSS,Laravel; Git; MySQL; JavaScript,2,3,Master,Master,Anglais (débutant); Français (intermédiaire),Français (courant); Anglais (avancé),85.2,0.6,1.0,1.0,1.0,0.37,0.42,0.16,0.05
Content Manager,Copywriting; Canva; WordPress; Content Strategy; Analytics; SEO,Content Strategy; Copywriting; Analytics; WordPress; SEO; Canva,4,3,Bac,Master,Français (intermédiaire),Français (intermédiaire); Anglais (débutant),97.55,1.0,0.75,1.2,1.0,0.67,0.17,0.09,0.07
Community Manager,Analytics; Facebook; Copywriting; Canva; Instagram,Canva; Analytics; Facebook; Copywriting; Google Analytics,2,1,Bac,Bac,Anglais (intermédiaire),Français (courant); Anglais (avancé),86.6,0.8,0.5,1.0,1.0,0.52,0.06,0.24,0.18
Content Manager,WordPress; Analytics; Content Strategy; SEO; Canva,Aucune information,3,6,Bac,Bac,Français (courant); Anglais (débutant),Français (avancé),50.88,0.0,1.0,1.0,0.375,0.46,0.21,0.28,0.05
Content Manager,Analytics; Canva; SEO; WordPress; Content Strategy; Copywriting,Canva; Content Strategy; Copywriting,3,0,Licence,Master,Anglais (courant),Français (avancé),24.4,0.5,0.0,1.2,0.0,0.32,0.54,0.07,0.07
SEO/SEA,Search Console; Google Ads; Keyword Research; SEM; SEO; Google Analytics,Keyword Research,4,4,Master,Bac,Anglais (avancé); Français (courant),Français (intermédiaire),87.08,0.16666666666666666,1.0,0.3333333333333333,0.25,0.07,0.83,0.05,0.05
SEO/SEA,SEO; Google Ads; Keyword Research; Search Console; SEM,Search Console; Google Ads; Flutter,2,3,Bac,Master,Anglais (courant),Français (intermédiaire),72.2,0.4,1.0,1.2,0.0,0.4,0.49,0.06,0.05
Graphiste,Typographie; Photoshop; Branding; InDesign,Canva; Python; TikTok,2,1,Bac,Licence,Français (avancé),Français (courant),23.9,0.0,0.5,1.2,1.0,0.69,0.17,0.07,0.07
Content Manager,Canva; WordPress; SEO; Content Strategy; Analytics,WordPress; SEO; Copywriting; Analytics; Photoshop,1,4,Master,Bac,Anglais (débutant); Français (courant),Français (intermédiaire),49.55,0.6,1.0,0.3333333333333333,0.25,0.18,0.22,0.21,0.39
Community Manager,Facebook; Instagram; Canva; Analytics; Copywriting,Analytics; Canva; Instagram,1,0,Licence,Bac,Français (avancé); Anglais (courant),Français (courant),39.9,0.6,0.0,0.5,0.5,0.44,0.29,0.18,0.09
Chef de projet digital,Agile; Scrum; Asana; ClickUp,ClickUp,4,3,Bac,Master,Anglais (courant); Français (courant),Français (intermédiaire); Anglais (courant),47.65,0.25,0.75,1.2,0.75,0.7,0.07,0.17,0.06
Data Analyst,Pandas; Excel; Power BI; Python,Data Visualization; Pandas; Power BI; SQL; Python; Excel,3,0,Bac,Licence,Français (courant); Anglais (avancé),Français (avancé),78.42,1.0,0.0,1.2,0.375,0.65,0.19,0.09,0.07
SEO/SEA,SEO; Google Analytics; Search Console; Google Ads,Search Console,2,5,Bac,Bac,Français (courant),Français (courant); Anglais (courant),37.0,0.25,1.0,1.0,1.0,0.84,0.06,0.05,0.05
Social Media Manager,TikTok; Meta Ads; LinkedIn,Facebook; Meta Ads; Instagram; Analytics; TikTok,1,3,Master,Licence,Anglais (débutant); Français (intermédiaire),Français (intermédiaire),67.83,0.6666666666666666,1.0,0.6666666666666666,0.5,0.71,0.09,0.09,0.11
Content Manager,SEO; Canva; Copywriting; Content Strategy; WordPress,WordPress; Content Strategy; SEO; Copywriting; Canva; Analytics,2,2,Bac,Master,Anglais (débutant),Français (avancé); Anglais (courant),101.0,1.0,1.0,1.2,1.0,0.79,0.1,0.05,0.06
Content Manager,Analytics; WordPress; Copywriting,Aucune information,3,1,Licence,Bac,Français (avancé); Anglais (débutant),Français (intermédiaire),21.83,0.0,0.3333333333333333,0.5,0.3333333333333333,0.42,0.34,0.15,0.09
SEO/SEA,Google Ads; Keyword Research; Search Console; SEO; SEM; Google Analytics,Keyword Research; Search Console; SEM,4,1,Bac,Master,Anglais (courant),Français (courant); Anglais (débutant),40.2,0.5,0.25,1.2,0.25,0.38,0.38,0.06,0.18
Chef de projet digital,Scrum; Asana; Communication; ClickUp,Scrum; Communication; Asana; Agile; Gestion de projet,1,5,Master,Licence,Français (avancé); Anglais (intermédiaire),Français (intermédiaire); Anglais (intermédiaire),81.17,0.75,1.0,0.6666666666666666,0.8333333333333333,0.48,0.23,0.12,0.17
Chef de projet digital,Agile; Communication; Scrum,Asana; Communication; Gestion de projet; Agile; Scrum; ClickUp,3,3,Master,Bac,Anglais (débutant),Français (courant); Anglais (courant),96.67,1.0,1.0,0.3333333333333333,1.0,0.82,0.07,0.05,0.06
UI/UX Designer,UX Research; Adobe XD; Photoshop; Prototypage,Adobe XD; Photoshop; Figma,2,2,Bac,Bac,Anglais (courant),Français (avancé); Anglais (débutant),76.0,0.5,1.0,1.0,0.25,0.36,0.35,0.21,0.08
Chef de projet digital,Asana; ClickUp; Scrum; Communication,Gestion de projet; Communication,2,5,Licence,Bac,Français (avancé),Français (courant); Anglais (avancé),73.75,0.25,1.0,0.5,1.0,0.31,0.56,0.06,0.07
Data Analyst,Excel; Data Visualization; Python; Pandas; SQL; Power BI,Power BI; Excel; Pandas; Python; Data Visualization; SQL,4,1,Master,Master,Français (courant); Anglais (avancé),Français (avancé),73.88,1.0,0.25,1.0,0.375,0.53,0.24,0.1,0.13
Developpeur Mobile,Java; Git; Dart; Flutter; Firebase; Kotlin,Firebase; Dart; Git; Java; Flutter; Kotlin,2,0,Licence,Licence,Français (intermédiaire),Français (avancé),93.0,1.0,0.0,1.0,1.0,0.29,0.07,0.48,0.16
Graphiste,InDesign; Branding; Illustrator; Canva,Canva; Typographie; InDesign; Photoshop; Branding; Illustrator,4,1,Master,Master,Français (courant),Français (intermédiaire),63.75,1.0,0.25,1.0,0.5,0.16,0.21,0.22,0.41
Developpeur Mobile,Firebase; Dart; Git,Flutter; Java; Dart; Git; Photoshop,4,1,Master,Master,Anglais (débutant),Français (courant); Anglais (intermédiaire),67.92,0.6666666666666666,0.25,1.0,1.0,0.85,0.05,0.05,0.05
UI/UX Designer,Photoshop; Prototypage; Illustrator; Adobe XD,Photoshop; Adobe XD; Canva; Google Analytics,1,2,Licence,Master,Anglais (courant); Français (intermédiaire),Français (intermédiaire),61.0,0.5,1.0,1.2,0.5,0.75,0.15,0.05,0.05
Social Media Manager,TikTok; Analytics; Meta Ads; Facebook; LinkedIn; Instagram,Facebook,1,0,Bac,Bac,Anglais (courant); Français (intermédiaire),Français (intermédiaire),23.33,0.16666666666666666,0.0,1.0,0.5,0.77,0.1,0.08,0.05
Graphiste,Photoshop; Illustrator; Branding; InDesign,Photoshop,1,3,Licence,Bac,Français (courant),Français (courant),70.75,0.25,1.0,0.5,1.0,0.35,0.49,0.06,0.1
SEO/SEA,Search Console; SEO; Google Analytics; Google Ads,SEM,3,5,Master,Bac,Anglais (courant); Français (avancé),Français (intermédiaire); Anglais (débutant),24.67,0.0,1.0,0.3333333333333333,0.4583333333333333,0.59,0.12,0.05,0.24
Community Manager,Instagram; Facebook; Analytics; Canva; Copywriting; TikTok,Instagram; Copywriting; Facebook; TikTok; Canva; Analytics,3,1,Bac,Bac,Français (courant),Français (courant); Anglais (intermédiaire),96.67,1.0,0.3333333333333333,1.0,1.0,0.67,0.05,0.22,0.06
Community Manager,Facebook; Canva; Analytics,Canva; Instagram; Analytics; Branding,1,0,Master,Master,Anglais (courant),Français (courant); Anglais (intermédiaire),45.5,0.6666666666666666,0.0,1.0,0.5,0.51,0.31,0.05,0.13
Data Analyst,Data Visualization; Power BI; SQL,Data Visualization; Excel,2,4,Licence,Licence,Anglais (débutant); Français (avancé),Français (intermédiaire); Anglais (avancé),83.17,0.3333333333333333,1.0,1.0,0.8333333333333333,0.24,0.66,0.05,0.05
Content Manager,Copywriting; SEO; WordPress,WordPress; Content Strategy; SEO,4,0,Licence,Master,Français (courant),Français (courant); Anglais (courant),33.8,0.6666666666666666,0.0,1.2,1.0,0.18,0.62,0.09,0.11
Graphiste,Canva; Illustrator; Branding; Photoshop,Branding; Typographie; Illustrator; InDesign,3,1,Bac,Bac,Français (avancé),Français (intermédiaire),53.83,0.5,0.3333333333333333,1.0,0.6666666666666666,0.49,0.27,0.13,0.11
Social Media Manager,Analytics; TikTok; Instagram,TikTok; Instagram; Meta Ads; LinkedIn; Analytics,2,0,Bac,Licence,Anglais (avancé),Français (avancé),86.4,1.0,0.0,1.2,0.0,0.78,0.09,0.07,0.06
Chef de projet digital,Scrum; ClickUp; Asana; Agile,ClickUp; Gestion de projet; Agile; Communication,1,7,Master,Bac,Anglais (courant); Français (courant),Français (avancé); Anglais (débutant),54.17,0.5,1.0,0.3333333333333333,0.5,0.79,0.1,0.05,0.06
Developpeur Mobile,Flutter; Firebase; Dart; Java,Kotlin; Firebase; Dart,4,4,Master,Master,Français (avancé); Anglais (avancé),Français (intermédiaire); Anglais (courant),91.33,0.5,1.0,1.0,0.8333333333333333,0.14,0.61,0.15,0.1
Developpeur Mobile,Firebase; Git; Flutter; Kotlin,Java; Git,2,5,Bac,Licence,Français (intermédiaire),Français (avancé); Anglais (courant),95.7,0.25,1.0,1.2,1.0,0.1,0.58,0.16,0.16
Content Manager,Copywriting; SEO; Analytics; Canva; Content Strategy; WordPress,WordPress,2,2,Master,Bac,Français (intermédiaire); Anglais (courant),Français (avancé),40.17,0.16666666666666666,1.0,0.3333333333333333,0.5,0.63,0.24,0.05,0.08
Content Manager,WordPress; Canva; Analytics; SEO; Content Strategy,SEO; Content Strategy; Analytics; Copywriting; Canva; WordPress,2,3,Master,Licence,Français (avancé),Français (avancé),98.0,1.0,1.0,0.6666666666666666,1.0,0.63,0.18,0.06,0.13
Developpeur Web,PHP; JavaScript; Git; Laravel,Git,1,5,Bac,Bac,Français (avancé); Anglais (débutant),Français (intermédiaire); Anglais (avancé),53.08,0.25,1.0,1.0,0.8333333333333333,0.61,0.2,0.12,0.07
Chef de projet digital,ClickUp; Scrum; Agile; Communication; Asana; Gestion de projet,Agile; MySQL; Copywriting,1,2,Licence,Master,Français (avancé); Anglais (débutant),Français (avancé); Anglais (avancé),64.33,0.16666666666666666,1.0,1.2,1.0,0.44,0.15,0.05,0.36
Chef de projet digital,Scrum; Gestion de projet; Communication; Agile,Asana; Scrum; Agile,3,7,Master,Master,Anglais (intermédiaire),Français (avancé),56.0,0.5,1.0,1.0,0.0,0.18,0.05,0.42,0.35
Data Analyst,SQL; Excel; Data Visualization,Pandas; SQL; Excel; Python; Data Visualization,1,2,Bac,Master,Français (courant); Anglais (courant),Français (courant); Anglais (avancé),101.58,1.0,1.0,1.2,0.875,0.28,0.56,0.11,0.05
Content Manager,Analytics; Copywriting; Content Strategy; Canva,Analytics; Content Strategy; Copywriting; WordPress; SEO,4,6,Bac,Bac,Français (intermédiaire),Français (intermédiaire); Anglais (débutant),84.75,0.75,1.0,1.0,1.0,0.61,0.1,0.13,0.16
UI/UX Designer,Adobe XD; Illustrator; Photoshop; Prototypage; UX Research,Figma; Photoshop; UX Research; Prototypage; Illustrator; Adobe XD; Git,3,3,Licence,Bac,Français (courant); Anglais (débutant),Français (courant); Anglais (débutant),97.0,1.0,1.0,0.5,1.0,0.25,0.62,0.06,0.07
Graphiste,InDesign; Photoshop; Illustrator; Typographie; Branding; Canva,Illustrator; Typographie; Branding,1,4,Licence,Master,Français (avancé),Français (avancé),69.5,0.5,1.0,1.2,1.0,0.67,0.06,0.15,0.12
Social Media Manager,Instagram; Facebook; Analytics; TikTok; LinkedIn,Aucune information,1,3,Bac,Licence,Français (intermédiaire),Français (intermédiaire); Anglais (courant),88.0,0.0,1.0,1.2,1.0,0.18,0.42,0.3,0.1
SEO/SEA,Keyword Research; SEO; Google Analytics; Google Ads; SEM,SEM; SEO; Analytics,3,3,Licence,Bac,Français (intermédiaire); Anglais (courant),Français (avancé); Anglais (débutant),77.18,0.4,1.0,0.5,0.625,0.17,0.51,0.05,0.27
Developpeur Mobile,Flutter; Dart; Kotlin,Git; Firebase; Flutter,4,3,Master,Master,Français (intermédiaire),Français (courant); Anglais (avancé),74.25,0.3333333333333333,0.75,1.0,1.0,0.3,0.23,0.34,0.13
Developpeur Mobile,Git; Flutter; Dart; Firebase; Java,Aucune information,1,3,Licence,Licence,Anglais (intermédiaire),Français (intermédiaire); Anglais (intermédiaire),80.0,0.0,1.0,1.0,1.0,0.2,0.1,0.62,0.08
Graphiste,Photoshop; Typographie; InDesign; Illustrator; Canva,Photoshop,4,0,Licence,Bac,Français (avancé),Français (courant),49.4,0.2,0.0,0.5,1.0,0.12,0.28,0.26,0.34
UI/UX Designer,Prototypage; UX Research; Photoshop; Adobe XD; Illustrator,Figma,4,2,Master,Bac,Anglais (débutant); Français (avancé),Français (intermédiaire),28.5,0.0,0.5,0.3333333333333333,0.3333333333333333,0.17,0.05,0.6,0.18
SEO/SEA,SEM; Google Analytics; Search Console; Google Ads,SEO; Keyword Research; Google Ads; Search Console,4,3,Bac,Bac,Anglais (débutant),Français (intermédiaire); Anglais (intermédiaire),85.5,0.5,0.75,1.0,1.0,0.12,0.34,0.29,0.25
SEO/SEA,SEO; Google Analytics; Keyword Research; SEM; Search Console; Google Ads,Aucune information,1,0,Bac,Bac,Anglais (avancé); Français (courant),Français (intermédiaire),10.5,0.0,0.0,1.0,0.25,0.58,0.24,0.08,0.1
Graphiste,Typographie; Branding; InDesign,Illustrator; Photoshop,1,4,Licence,Master,Français (intermédiaire),Français (courant),18.0,0.0,1.0,1.2,1.0,0.83,0.07,0.05,0.05
Content Manager,Analytics; Content Strategy; Canva; SEO; Copywriting,Content Strategy; Canva; WordPress,2,3,Master,Master,Français (intermédiaire),Français (intermédiaire); Anglais (avancé),58.6,0.4,1.0,1.0,1.0,0.69,0.07,0.12,0.12
SEO/SEA,SEO; Google Ads; Keyword Research; SEM; Google Analytics; Search Console,Google Ads; Google Analytics; SEM; SEO; Keyword Research; Search Console,4,0,Licence,Master,Français (courant); Anglais (débutant),Français (avancé); Anglais (avancé),94.37,1.0,0.0,1.2,0.875,0.84,0.06,0.05,0.05
Community Manager,Canva; Instagram; Facebook; Analytics,Aucune information,4,6,Bac,Bac,Français (courant); Anglais (courant),Français (courant),63.0,0.0,1.0,1.0,0.5,0.29,0.21,0.34,0.16
Community Manager,Copywriting; Facebook; Instagram,Aucune information,3,0,Master,Master,Français (avancé); Anglais (intermédiaire),Français (courant),18.0,0.0,0.0,1.0,0.5,0.57,0.2,0.13,0.1
Content Manager,Analytics; Content Strategy; WordPress; Canva; SEO,WordPress; Canva; Copywriting; Content Strategy; Analytics; SEO,3,2,Licence,Licence,Français (courant),Français (courant),87.33,1.0,0.6666666666666666,1.0,1.0,0.35,0.38,0.1,0.17
Developpeur Web,MySQL; JavaScript; PHP,Laravel; HTML/CSS; Git; MySQL; PHP; JavaScript,4,0,Licence,Master,Anglais (avancé); Français (courant),Français (avancé),71.28,1.0,0.0,1.2,0.375,0.55,0.28,0.12,0.05
Chef de projet digital,Scrum; Gestion de projet; ClickUp; Asana; Agile,Agile; Gestion de projet,4,1,Master,Licence,Anglais (intermédiaire); Français (avancé),Français (avancé),40.93,0.4,0.25,0.6666666666666666,0.5,0.84,0.06,0.05,0.05
Content Manager,WordPress; Copywriting; Canva; Analytics; SEO; Content Strategy,Canva; Copywriting; WordPress; SEO; Content Strategy; MySQL; Google Analytics,2,3,Licence,Master,Français (courant); Anglais (débutant),Français (courant); Anglais (avancé),103.47,0.8333333333333334,1.0,1.2,1.0,0.2,0.35,0.34,0.11
SEO/SEA,Search Console; Google Analytics; SEM; SEO,SEO; Google Ads; Google Analytics,3,1,Licence,Licence,Français (intermédiaire); Anglais (intermédiaire),Français (intermédiaire); Anglais (courant),79.67,0.5,0.3333333333333333,1.0,1.0,0.3,0.08,0.46,0.16
SEO/SEA,Keyword Research; Search Console; Google Ads; SEO; Google Analytics,Google Ads; Google Analytics; SEM,3,6,Master,Master,Français (intermédiaire); Anglais (débutant),Français (avancé); Anglais (débutant),68.8,0.4,1.0,1.0,1.0,0.52,0.26,0.1,0.12
SEO/SEA,Keyword Research; SEO; Search Console,Search Console; Google Ads; Google Analytics; SEM,3,4,Bac,Master,Français (intermédiaire),Français (avancé),85.2,0.3333333333333333,1.0,1.2,1.0,0.3,0.27,0.26,0.17
SEO/SEA,Google Ads; Search Console; SEM,Aucune information,4,2,Bac,Master,Français (courant); Anglais (avancé),Français (intermédiaire); Anglais (intermédiaire),23.75,0.0,0.5,1.2,0.5833333333333333,0.63,0.11,0.05,0.21
Developpeur Web,MySQL; HTML/CSS; JavaScript; Laravel,MySQL; PHP; Laravel,2,2,Licence,Bac,Français (intermédiaire),Français (avancé),63.0,0.5,1.0,0.5,1.0,0.37,0.16,0.37,0.1
Developpeur Mobile,Kotlin; Git; Flutter; Firebase; Java; Dart,Java; Dart; Flutter,1,3,Master,Licence,Anglais (courant),Français (courant); Anglais (courant),95.0,0.5,1.0,0.6666666666666666,1.0,0.06,0.49,0.06,0.39
Graphiste,Branding; Illustrator; Canva; InDesign; Typographie,Branding; Canva; Typographie; Illustrator; InDesign,3,5,Master,Bac,Français (courant),Français (avancé),92.83,1.0,1.0,0.3333333333333333,0.75,0.78,0.05,0.07,0.1
Content Manager,Copywriting; WordPress; Content Strategy; Canva; Analytics,Canva; WordPress; Copywriting; Content Strategy; Analytics,2,3,Bac,Master,Anglais (avancé); Français (avancé),Français (courant),98.5,1.0,1.0,1.2,0.5,0.57,0.33,0.05,0.05
Content Manager,SEO; Canva; Copywriting; WordPress; Analytics; Content Strategy,WordPress; Canva; Content Strategy; Analytics; Search Console; SEO,1,2,Master,Bac,Anglais (avancé); Français (avancé),Français (avancé); Anglais (courant),78.17,0.8333333333333334,1.0,0.3333333333333333,1.0,0.23,0.24,0.27,0.26
UI/UX Designer,Photoshop; Illustrator; Prototypage,Figma; Photoshop; Illustrator,3,0,Master,Licence,Anglais (courant); Français (courant),Français (avancé); Anglais (débutant),47.67,0.6666666666666666,0.0,0.6666666666666666,0.5,0.57,0.27,0.1,0.06
Chef de projet digital,Gestion de projet; Agile; ClickUp; Scrum; Asana,Scrum,2,5,Bac,Licence,Anglais (débutant),Français (avancé),82.2,0.2,1.0,1.2,0.0,0.17,0.68,0.09,0.06
UI/UX Designer,Illustrator; Photoshop; Prototypage; Figma,LinkedIn; Java,1,6,Licence,Bac,Anglais (courant); Français (avancé),Français (intermédiaire); Anglais (avancé),20.04,0.0,1.0,0.5,0.7083333333333333,0.76,0.14,0.05,0.05
UI/UX Designer,Illustrator; UX Research; Prototypage; Adobe XD; Photoshop; Figma,Aucune information,3,2,Master,Master,Anglais (avancé),Français (intermédiaire),10.0,0.0,0.6666666666666666,1.0,0.0,0.79,0.06,0.06,0.09
Data Analyst,Pandas; Data Visualization; Power BI; Python; Excel,Power BI; Pandas; SQL; Python; Excel; Branding; Copywriting,1,0,Bac,Licence,Anglais (courant); Français (courant),Français (courant); Anglais (intermédiaire),67.65,0.8,0.0,1.2,0.75,0.54,0.23,0.16,0.07
Community Manager,Analytics; Canva; Facebook; Copywriting,TikTok; Instagram; Canva; Copywriting; Excel,1,4,Bac,Master,Français (avancé),Français (avancé); Anglais (intermédiaire),93.7,0.5,1.0,1.2,1.0,0.33,0.11,0.51,0.05
Chef de projet digital,Communication; Scrum; Asana; Gestion de projet; Agile,Asana; Communication; Gestion de projet; Scrum; Canva; Prototypage,3,4,Bac,Master,Français (intermédiaire),Français (courant); Anglais (débutant),98.0,0.8,1.0,1.2,1.0,0.31,0.14,0.21,0.34
UI/UX Designer,Figma; UX Research; Adobe XD; Prototypage,Prototypage; Figma; Illustrator; Adobe XD; Photoshop,2,1,Master,Master,Anglais (avancé); Français (courant),Français (courant); Anglais (courant),73.25,0.75,0.5,1.0,1.0,0.71,0.18,0.06,0.05
UI/UX Designer,Adobe XD; Prototypage; Illustrator,Prototypage; Figma; UX Research; Photoshop; Adobe XD,2,6,Bac,Bac,Anglais (débutant); Français (avancé),Français (courant); Anglais (courant),94.67,0.6666666666666666,1.0,1.0,1.0,0.16,0.6,0.08,0.16
SEO/SEA,Google Analytics; Keyword Research; Google Ads; SEM,Copywriting; Gestion de projet,2,5,Licence,Bac,Anglais (courant),Français (avancé); Anglais (courant),60.0,0.0,1.0,0.5,1.0,0.14,0.19,0.52,0.15
Chef de projet digital,Gestion de projet; Agile; ClickUp; Scrum; Communication,ClickUp; Agile,3,3,Licence,Master,Anglais (débutant); Français (courant),Français (avancé),66.42,0.4,1.0,1.2,0.375,0.51,0.35,0.07,0.07
Content Manager,Canva; Content Strategy; WordPress; Analytics,Canva; Content Strategy; Copywriting; Analytics,3,6,Bac,Master,Français (courant),Français (intermédiaire); Anglais (courant),80.85,0.75,1.0,1.2,0.5,0.43,0.29,0.08,0.2
Data Analyst,Data Visualization; Pandas; Python; SQL,Aucune information,3,7,Licence,Master,Anglais (avancé),Français (intermédiaire); Anglais (courant),49.8,0.0,1.0,1.2,1.0,0.52,0.21,0.09,0.18
