poste,competences_requises,competences_candidat,experience_requise,experience_candidat,diplome_requis,diplome_candidat,langues_requises,langues_candidat,score_compatibilite
UI/UX Designer,Adobe XD; Illustrator; Photoshop; Prototypage; UX Research,Figma; Photoshop; UX Research; Prototypage; Illustrator; Adobe XD; Git,3,3,Licence,Bac,Français (courant); Anglais (débutant),Français (courant); Anglais (débutant),92.5
Graphiste,InDesign; Photoshop; Illustrator; Typographie; Branding; Canva,Illustrator; Typographie; Branding,1,4,Licence,Master,Français (avancé),Français (avancé),72.5
Social Media Manager,Instagram; Facebook; Analytics; TikTok; LinkedIn,Aucune information,1,3,Bac,Licence,Français (intermédiaire),Français (intermédiaire); Anglais (courant),45.0
SEO/SEA,Keyword Research; SEO; Google Analytics; Google Ads; SEM,SEM; SEO; Analytics,3,3,Licence,Bac,Français (intermédiaire); Anglais (courant),Français (avancé); Anglais (débutant),59.5
Developpeur Mobile,Flutter; Dart; Kotlin,Git; Firebase; Flutter,4,3,Master,Master,Français (intermédiaire),Français (courant); Anglais (avancé),58.3
Developpeur Mobile,Git; Flutter; Dart; Firebase; Java,Aucune information,1,3,Licence,Licence,Anglais (intermédiaire),Français (intermédiaire); Anglais (intermédiaire),45.0
Graphiste,Photoshop; Typographie; InDesign; Illustrator; Canva,Photoshop,4,0,Licence,Bac,Français (avancé),Français (courant),28.5
UI/UX Designer,Prototypage; UX Research; Photoshop; Adobe XD; Illustrator,Figma,4,2,Master,Bac,Anglais (débutant); Français (avancé),Français (intermédiaire),22.5
SEO/SEA,SEM; Google Analytics; Search Console; Google Ads,SEO; Keyword Research; Google Ads; Search Console,4,3,Bac,Bac,Anglais (débutant),Français (intermédiaire); Anglais (intermédiaire),67.5
SEO/SEA,SEO; Google Analytics; Keyword Research; SEM; Search Console; Google Ads,Aucune information,1,0,Bac,Bac,Anglais (avancé); Français (courant),Français (intermédiaire),20.0
Graphiste,Typographie; Branding; InDesign,Illustrator; Photoshop,1,4,Licence,Master,Français (intermédiaire),Français (courant),45.0
Content Manager,Analytics; Content Strategy; Canva; SEO; Copywriting,Content Strategy; Canva; WordPress,2,3,Master,Master,Français (intermédiaire),Français (intermédiaire); Anglais (avancé),67.0
SEO/SEA,SEO; Google Ads; Keyword Research; SEM; Google Analytics; Search Console,Google Ads; Google Analytics; SEM; SEO; Keyword Research; Search Console,4,0,Licence,Master,Français (courant); Anglais (débutant),Français (avancé); Anglais (avancé),80.0
Community Manager,Canva; Instagram; Facebook; Analytics,Aucune information,4,6,Bac,Bac,Français (courant); Anglais (courant),Français (courant),40.0
Community Manager,Copywriting; Facebook; Instagram,Aucune information,3,0,Master,Master,Français (avancé); Anglais (intermédiaire),Français (courant),20.0
Content Manager,Analytics; Content Strategy; WordPress; Canva; SEO,WordPress; Canva; Copywriting; Content Strategy; Analytics; SEO,3,2,Licence,Licence,Français (courant),Français (courant),93.3
Developpeur Web,MySQL; JavaScript; PHP,Laravel; HTML/CSS; Git; MySQL; PHP; JavaScript,4,0,Licence,Master,Anglais (avancé); Français (courant),Français (avancé),75.0
Chef de projet digital,Scrum; Gestion de projet; ClickUp; Asana; Agile,Agile; Gestion de projet,4,1,Master,Licence,Anglais (intermédiaire); Français (avancé),Français (avancé),39.5
Content Manager,WordPress; Copywriting; Canva; Analytics; SEO; Content Strategy,Canva; Copywriting; WordPress; SEO; Content Strategy; MySQL; Google Analytics,2,3,Licence,Master,Français (courant); Anglais (débutant),Français (courant); Anglais (avancé),90.8
SEO/SEA,Search Console; Google Analytics; SEM; SEO,SEO; Google Ads; Google Analytics,3,1,Licence,Licence,Français (intermédiaire); Anglais (intermédiaire),Français (intermédiaire); Anglais (courant),59.2
SEO/SEA,Keyword Research; Search Console; Google Ads; SEO; Google Analytics,Google Ads; Google Analytics; SEM,3,6,Master,Master,Français (intermédiaire); Anglais (débutant),Français (avancé); Anglais (débutant),67.0
SEO/SEA,Keyword Research; SEO; Search Console,Search Console; Google Ads; Google Analytics; SEM,3,4,Bac,Master,Français (intermédiaire),Français (avancé),63.3
SEO/SEA,Google Ads; Search Console; SEM,Aucune information,4,2,Bac,Master,Français (courant); Anglais (avancé),Français (intermédiaire); Anglais (intermédiaire),35.0
Developpeur Web,MySQL; HTML/CSS; JavaScript; Laravel,MySQL; PHP; Laravel,2,2,Licence,Bac,Français (intermédiaire),Français (avancé),65.0
Developpeur Mobile,Kotlin; Git; Flutter; Firebase; Java; Dart,Java; Dart; Flutter,1,3,Master,Licence,Anglais (courant),Français (courant); Anglais (courant),65.0
Graphiste,Branding; Illustrator; Canva; InDesign; Typographie,Branding; Canva; Typographie; Illustrator; InDesign,3,5,Master,Bac,Français (courant),Français (avancé),92.5
Content Manager,Copywriting; WordPress; Content Strategy; Canva; Analytics,Canva; WordPress; Copywriting; Content Strategy; Analytics,2,3,Bac,Master,Anglais (avancé); Français (avancé),Français (courant),95.0
Content Manager,SEO; Canva; Copywriting; WordPress; Analytics; Content Strategy,WordPress; Canva; Content Strategy; Analytics; Search Console; SEO,1,2,Master,Bac,Anglais (avancé); Français (avancé),Français (avancé); Anglais (courant),83.3
UI/UX Designer,Photoshop; Illustrator; Prototypage,Figma; Photoshop; Illustrator,3,0,Master,Licence,Anglais (courant); Français (courant),Français (avancé); Anglais (débutant),54.2
Chef de projet digital,Gestion de projet; Agile; ClickUp; Scrum; Asana,Scrum,2,5,Bac,Licence,Anglais (débutant),Français (avancé),46.0
UI/UX Designer,Illustrator; Photoshop; Prototypage; Figma,LinkedIn; Java,1,6,Licence,Bac,Anglais (courant); Français (avancé),Français (intermédiaire); Anglais (avancé),37.5
UI/UX Designer,Illustrator; UX Research; Prototypage; Adobe XD; Photoshop; Figma,Aucune information,3,2,Master,Master,Anglais (avancé),Français (intermédiaire),28.3
Data Analyst,Pandas; Data Visualization; Power BI; Python; Excel,Power BI; Pandas; SQL; Python; Excel; Branding; Copywriting,1,0,Bac,Licence,Anglais (courant); Français (courant),Français (courant); Anglais (intermédiaire),69.0
Community Manager,Analytics; Canva; Facebook; Copywriting,TikTok; Instagram; Canva; Copywriting; Excel,1,4,Bac,Master,Français (avancé),Français (avancé); Anglais (intermédiaire),72.5
Chef de projet digital,Communication; Scrum; Asana; Gestion de projet; Agile,Asana; Communication; Gestion de projet; Scrum; Canva; Prototypage,3,4,Bac,Master,Français (intermédiaire),Français (courant); Anglais (débutant),89.0
UI/UX Designer,Figma; UX Research; Adobe XD; Prototypage,Prototypage; Figma; Illustrator; Adobe XD; Photoshop,2,1,Master,Master,Anglais (avancé); Français (courant),Français (courant); Anglais (courant),76.2
UI/UX Designer,Adobe XD; Prototypage; Illustrator,Prototypage; Figma; UX Research; Photoshop; Adobe XD,2,6,Bac,Bac,Anglais (débutant); Français (avancé),Français (courant); Anglais (courant),81.7
SEO/SEA,Google Analytics; Keyword Research; Google Ads; SEM,Copywriting; Gestion de projet,2,5,Licence,Bac,Anglais (courant),Français (avancé); Anglais (courant),37.5
Chef de projet digital,Gestion de projet; Agile; ClickUp; Scrum; Communication,ClickUp; Agile,3,3,Licence,Master,Anglais (débutant); Français (courant),Français (avancé),62.0
Content Manager,Canva; Content Strategy; WordPress; Analytics,Canva; Content Strategy; Copywriting; Analytics,3,6,Bac,Master,Français (courant),Français (intermédiaire); Anglais (courant),86.2
Data Analyst,Data Visualization; Pandas; Python; SQL,Aucune information,3,7,Licence,Master,Anglais (avancé),Français (intermédiaire); Anglais (courant),45.0
Developpeur Web,HTML/CSS; JavaScript; Git,JavaScript; Laravel; Git; PHP; MySQL; HTML/CSS,3,0,Bac,Bac,Français (avancé); Anglais (intermédiaire),Français (avancé),75.0
Developpeur Web,Laravel; JavaScript; HTML/CSS; PHP; MySQL; Git,PHP; HTML/CSS; Laravel; JavaScript; MySQL; Git; SEM; Facebook,2,3,Bac,Licence,Français (intermédiaire),Français (avancé); Anglais (débutant),100.0
Developpeur Web,HTML/CSS; Git; PHP; JavaScript; MySQL; Laravel,Aucune information,2,1,Licence,Master,Français (intermédiaire); Anglais (débutant),Français (avancé); Anglais (débutant),35.0
Graphiste,Branding; Typographie; Photoshop,InDesign,4,6,Licence,Master,Français (courant),Français (avancé),45.0
Developpeur Mobile,Flutter; Dart; Kotlin,Firebase; Kotlin,4,4,Licence,Licence,Français (intermédiaire),Français (avancé); Anglais (courant),63.3
Developpeur Web,Git; HTML/CSS; JavaScript,Aucune information,4,3,Licence,Licence,Français (avancé),Français (courant); Anglais (avancé),40.0
Developpeur Mobile,Firebase; Flutter; Git; Kotlin,Aucune information,3,0,Bac,Licence,Anglais (intermédiaire); Français (avancé),Français (avancé),20.0
SEO/SEA,Google Analytics; Keyword Research; Google Ads; SEM,Google Ads; Keyword Research; SEM; Google Analytics,4,5,Bac,Master,Anglais (intermédiaire); Français (avancé),Français (intermédiaire); Anglais (débutant),100.0
Chef de projet digital,Asana; Agile; Communication,ClickUp; Communication; Agile; Asana,4,2,Bac,Bac,Anglais (avancé); Français (avancé),Français (intermédiaire),85.0
Social Media Manager,Analytics; Meta Ads; Instagram; LinkedIn; Facebook; TikTok,Facebook,1,2,Master,Licence,Anglais (débutant),Français (intermédiaire); Anglais (avancé),46.7
Chef de projet digital,Asana; Agile; Scrum; ClickUp; Communication; Gestion de projet,Agile; Gestion de projet,2,6,Bac,Bac,Français (courant),Français (intermédiaire); Anglais (avancé),63.3
UI/UX Designer,Photoshop; Prototypage; Figma; Adobe XD; Illustrator; UX Research,Prototypage; Photoshop; UX Research; Adobe XD; Illustrator; Figma,3,6,Licence,Master,Français (avancé),Français (courant); Anglais (courant),100.0
UI/UX Designer,Illustrator; Figma; Prototypage; Photoshop; UX Research,Photoshop; Figma; Illustrator,1,2,Master,Licence,Français (intermédiaire); Anglais (courant),Français (intermédiaire),65.5
Data Analyst,Data Visualization; Excel; Python; Power BI; Pandas,Excel; Power BI; SQL; Python; Data Visualization,4,1,Master,Licence,Français (intermédiaire),Français (avancé),66.5
Social Media Manager,LinkedIn; Facebook; Meta Ads,Aucune information,3,0,Master,Master,Français (avancé),Français (avancé); Anglais (intermédiaire),25.0
Developpeur Mobile,Firebase; Dart; Git,Git; Photoshop,1,0,Master,Bac,Anglais (avancé),Français (courant); Anglais (intermédiaire),35.8
Social Media Manager,Facebook; LinkedIn; TikTok,Analytics; SEM,1,3,Master,Master,Anglais (débutant); Français (intermédiaire),Français (intermédiaire); Anglais (courant),45.0
SEO/SEA,Google Ads; Keyword Research; Google Analytics; Search Console; SEM,Google Ads; Google Analytics; SEO; JavaScript,1,0,Licence,Licence,Français (intermédiaire),Français (avancé); Anglais (intermédiaire),47.0
Data Analyst,SQL; Data Visualization; Python; Pandas; Excel; Power BI,SQL; Power BI; Python; Data Visualization; Excel; Pandas; Copywriting,3,3,Licence,Master,Français (courant); Anglais (débutant),Français (intermédiaire); Anglais (intermédiaire),100.0
Community Manager,Copywriting; TikTok; Instagram; Canva,Facebook; TikTok; Copywriting; Analytics,2,3,Licence,Licence,Anglais (courant); Français (courant),Français (courant),67.5
Chef de projet digital,Asana; Agile; Communication; Scrum; Gestion de projet,Agile; Gestion de projet; Asana; Scrum; Keyword Research,2,4,Master,Master,Français (intermédiaire),Français (courant); Anglais (courant),89.0
Graphiste,Photoshop; Typographie; Canva,InDesign; Canva,4,0,Bac,Master,Français (avancé),Français (intermédiaire),43.3
Developpeur Web,HTML/CSS; JavaScript; MySQL; PHP; Laravel; Git,Aucune information,1,1,Master,Licence,Français (avancé),Français (courant),37.5
Developpeur Web,Laravel; Git; PHP,HTML/CSS,1,2,Licence,Master,Anglais (courant),Français (intermédiaire),35.0
Chef de projet digital,Agile; ClickUp; Asana; Communication; Scrum,Gestion de projet; Communication; Agile,1,5,Licence,Master,Français (courant),Français (courant); Anglais (courant),67.0
Developpeur Mobile,Flutter; Git; Firebase,Java; Flutter; Kotlin; Dart; Firebase,2,1,Licence,Licence,Français (avancé),Français (avancé); Anglais (avancé),71.7
Community Manager,Facebook; Copywriting; TikTok,Instagram; TikTok,1,2,Bac,Bac,Français (courant); Anglais (avancé),Français (intermédiaire); Anglais (courant),63.3
Developpeur Web,Git; HTML/CSS; PHP,Git; HTML/CSS; JavaScript; Laravel; Canva; SEO,1,4,Licence,Licence,Français (intermédiaire); Anglais (avancé),Français (intermédiaire),76.7
Graphiste,Branding; InDesign; Typographie; Canva,Canva; Typographie; Branding,3,6,Bac,Bac,Français (intermédiaire),Français (courant),86.2
Developpeur Web,Laravel; MySQL; PHP; Git,Git,4,3,Bac,Master,Anglais (avancé); Français (courant),Français (avancé); Anglais (avancé),53.8
UI/UX Designer,Adobe XD; UX Research; Photoshop; Prototypage,Figma; Illustrator; UX Research; Adobe XD; WordPress; Keyword Research,1,4,Bac,Licence,Français (courant),Français (avancé); Anglais (débutant),72.5
UI/UX Designer,Figma; Illustrator; Prototypage,UX Research; Photoshop,4,3,Bac,Licence,Français (courant),Français (intermédiaire),40.0
Data Analyst,Excel; Pandas; SQL; Python; Data Visualization; Power BI,SQL; Power BI; Data Visualization; Python; Excel; Pandas,3,2,Bac,Bac,Français (courant); Anglais (intermédiaire),Français (intermédiaire); Anglais (débutant),93.3
Developpeur Web,PHP; Git; HTML/CSS; JavaScript,Laravel,3,1,Bac,Bac,Français (courant),Français (intermédiaire); Anglais (avancé),31.7
UI/UX Designer,Photoshop; Prototypage; Figma,Figma; Illustrator; UX Research; Prototypage,4,1,Master,Master,Anglais (intermédiaire),Français (courant); Anglais (avancé),66.7
Developpeur Mobile,Java; Git; Kotlin; Flutter; Firebase,Firebase; Dart; Git; Kotlin; Flutter; Java,4,3,Master,Master,Français (avancé),Français (courant),95.0
Content Manager,SEO; Content Strategy; Copywriting; Analytics; Canva; WordPress,Canva; SEO; WordPress; Analytics; Copywriting,1,4,Master,Licence,Français (intermédiaire),Français (avancé); Anglais (débutant),83.3
UI/UX Designer,Photoshop; Figma; UX Research,Prototypage; Figma; UX Research; Adobe XD; Photoshop,3,5,Licence,Bac,Français (avancé); Anglais (courant),Français (intermédiaire),87.5
Developpeur Web,PHP; Laravel; HTML/CSS; JavaScript,Git; HTML/CSS; MySQL; PHP; JavaScript; Photoshop; Firebase,2,6,Bac,Bac,Français (avancé),Français (courant); Anglais (avancé),86.2
Developpeur Web,MySQL; Git; Laravel; PHP; HTML/CSS; JavaScript,JavaScript; PHP; Laravel,2,5,Licence,Bac,Anglais (courant); Français (avancé),Français (avancé),60.0
SEO/SEA,SEM; Google Analytics; Search Console,SEO; Google Analytics; Google Ads; Keyword Research; SEM; Search Console,1,3,Bac,Bac,Français (intermédiaire),Français (intermédiaire); Anglais (courant),100.0
Graphiste,Canva; Typographie; Photoshop,Canva; Typographie; Branding; Photoshop; Illustrator; InDesign,1,1,Licence,Bac,Français (intermédiaire),Français (courant),92.5
SEO/SEA,Google Analytics; SEO; Search Console; SEM; Google Ads,SEM; Google Ads; Google Analytics,3,1,Licence,Master,Anglais (débutant),Français (courant); Anglais (courant),64.7
Developpeur Web,HTML/CSS; JavaScript; Git; PHP; Laravel,Git,2,0,Bac,Bac,Anglais (courant),Français (avancé); Anglais (avancé),36.0
Graphiste,Typographie; Illustrator; InDesign; Canva; Branding; Photoshop,Typographie; Branding; Photoshop; InDesign,2,3,Bac,Bac,Français (avancé),Français (avancé),81.7
Community Manager,Analytics; Copywriting; Canva,Instagram; Analytics; TikTok; Copywriting; Facebook; Canva,3,2,Bac,Master,Anglais (intermédiaire),Français (courant); Anglais (avancé),93.3
Graphiste,Typographie; Illustrator; Photoshop,Photoshop; InDesign; Branding,1,3,Master,Master,Français (intermédiaire),Français (avancé),63.3
Content Manager,Canva; Copywriting; Analytics; SEO; Content Strategy,Content Strategy; Canva,3,2,Bac,Licence,Français (intermédiaire); Anglais (courant),Français (intermédiaire); Anglais (avancé),60.3
Data Analyst,Python; Power BI; SQL; Pandas; Data Visualization; Excel,Data Visualization; Python; Excel; Power BI,2,4,Licence,Master,Anglais (avancé); Français (avancé),Français (avancé); Anglais (courant),81.7
SEO/SEA,Google Analytics; Search Console; SEM; Google Ads,Google Ads; SEO; SEM; Search Console; Keyword Research; Google Analytics,3,5,Licence,Master,Français (intermédiaire),Français (courant),100.0
SEO/SEA,Google Analytics; SEO; Search Console,SEO; Google Analytics; Keyword Research; Google Ads; Search Console; SEM,2,3,Bac,Bac,Anglais (courant),Français (avancé),90.0
